M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
19930,Ph??ng M? Th??ng,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph£ Th??ng thÖnh ph??ng M? Th??ng vÖ h?p nh?t ph??ng Ph£ Th??ng, x? Ph£ An vÖ x? Ph£ M?. B? c?p huy?n",46,ThÖnh ph? Hu?
19942,X? Ph£ Vang,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Ph£ ?a thÖnh x? Ph£ Vang vÖ h?p nh?t th? tr?n Ph£ ?a, x? Ph£ Gia vÖ x? Vinh HÖ. B? c?p huy?n",46,ThÖnh ph? Hu?
19945,X? Ph£ Vinh,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Vinh Thanh thÖnh x? Ph£ Vinh vÖ h?p nh?t c†c x? Ph£ Diàn, x? Vinh XuÉn, x? Vinh An vÖ x? Vinh Thanh. B? c?p huy?n",46,ThÖnh ph? Hu?
19960,Ph??ng Ph£ BÖi,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Ph£ BÖi vÖ c†c x? Th?y Phó, x? Ph£ S?n, x? D??ng Hïa thÖnh ph??ng Ph£ BÖi. B? c?p huy?n",46,ThÖnh ph? Hu?
19969,Ph??ng Thanh Th?y,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Thu? D??ng thÖnh ph??ng Thanh Thu? vÖ h?p nh?t ph??ng Th?y D??ng, ph??ng Th?y Ph??ng vÖ x? Th?y Thanh. B? c?p huy?n",46,ThÖnh ph? Hu?
19975,Ph??ng H??ng Th?y,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Thu? ChÉu thÖnh ph??ng H??ng Th?y vÖ h?p nh?t ph??ng Th?y L??ng, ph??ng Th?y ChÉu vÖ x? Th?y TÉn. B? c?p huy?n",46,ThÖnh ph? Hu?
19996,Ph??ng H??ng TrÖ,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng T? H? thÖnh ph??ng H??ng TrÖ vÖ h?p nh?t c†c ph??ng T? H?, ph??ng H??ng V?n vÖ ph??ng H??ng VÉn. B? c?p huy?n",46,ThÖnh ph? Hu?
20014,Ph??ng H¢a ChÉu,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng H??ng Vinh thÖnh ph??ng H¢a ChÉu vÖ h?p nh?t ph??ng H??ng Phong, ph??ng H??ng Vinh vÖ x? Qu?ng ThÖnh. B? c?p huy?n",46,ThÖnh ph? Hu?
20017,Ph??ng Kim TrÖ,,Ph??ng,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng H??ng XuÉn thÖnh ph??ng Kim TrÖ vÖ h?p nh?t ph??ng H??ng XuÉn, ph??ng H??ng Ch? vÖ x? H??ng ToÖn. B? c?p huy?n",46,ThÖnh ph? Hu?
20035,X? Bçnh ?i?n,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Ti?n thÖnh x? Bçnh ?i?n vÖ h?p nh?t c†c x? H??ng Bçnh, x? Bçnh ThÖnh vÖ x? Bçnh Ti?n. B? c?p huy?n",46,ThÖnh ph? Hu?
20044,X? A L??i 2,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n A L??i 2 thÖnh x? A L??i 2 vÖ h?p nh?t th? tr?n A L??i vÖ c†c x? H?ng B?c, x? Qu?ng NhÉm, x? A Ngo. B? c?p huy?n",46,ThÖnh ph? Hu?
20050,X? A L??i 5,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? x? H?ng H? thÖnh x? A L??i 5 vÖ h?p nh?t x? H??ng Nguyàn vÖ x? H?ng H?. B? c?p huy?n,46,ThÖnh ph? Hu?
20056,X? A L??i 1,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Trung S?n thÖnh x? A L??i 1 vÖ h?p nh?t c†c x? H?ng Th?y, x? H?ng VÉn, x? Trung S?n vÖ x? H?ng Kim. B? c?p huy?n",46,ThÖnh ph? Hu?
20071,X? A L??i 3,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n Thu? thÖnh x? A L??i 3 vÖ h?p nh?t c†c x? S?n Th?y, x? H?ng Th??ng, x? Ph£ Vinh vÖ x? H?ng Th†i. B? c?p huy?n",46,ThÖnh ph? Hu?
20101,X? A L??i 4,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? LÉm ??t thÖnh x? A L??i 4 vÖ h?p nh?t c†c x? H??ng Phong, x? A RoÖng, x? ?ìng S?n vÖ x? LÉm ??t. B? c?p huy?n",46,ThÖnh ph? Hu?
20107,X? Ph£ L?c,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Ph£ L?c thÖnh x? Ph£ L?c vÖ h?p nh?t th? tr?n Ph£ L?c,  x? L?c Trç vÖ x? L?c Bçnh. B? c?p huy?n",46,ThÖnh ph? Hu?
20122,X? Vinh L?c,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Giang H?i thÖnh x? Vinh L?c vÖ h?p nh?t c†c x? Vinh H?ng, x? Vinh M?, x? Giang H?i vÖ Vinh Hi?n. B? c?p huy?n",46,ThÖnh ph? Hu?
20131,X? H?ng L?c,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n L?c S?n thÖnh x? H?ng L?c vÖ h?p nh?t th? tr?n L?c S?n, x? L?c B?n vÖ x? XuÉn L?c. B? c?p huy?n",46,ThÖnh ph? Hu?
20137,X? ChÉn MÉy - L?ng Cì,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? L?c V?nh thÖnh x? ChÉn MÉy - L?ng Cì vÖ h?p nh?t th? tr?n L?ng Cì vÖ c†c x? L?c Ti?n, x? L?c V?nh, x? L?c Th?y. B? c?p huy?n",46,ThÖnh ph? Hu?
20140,X? L?c An,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? L?c Hïa, x? L?c ?i?n vÖ x? L?c An thÖnh x? L?c An. B? c?p huy?n",46,ThÖnh ph? Hu?
20161,X? Khe Tre,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Khe Tre thÖnh x? Khe Tre vÖ h?p nh?t th? tr?n Khe Tre vÖ c†c x? H??ng Ph£, x? H??ng L?c, x? Th??ng L?. B? c?p huy?n",46,ThÖnh ph? Hu?
20179,X? Nam ?ìng,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H??ng XuÉn thÖnh x? Nam ?ìng vÖ h?p nh?t c†c x? H??ng XuÉn, x? Th??ng Nh?t vÖ x? H??ng S?n. B? c?p huy?n",46,ThÖnh ph? Hu?
20182,X? Long Qu?ng,,X?,S?: 1675/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H??ng H?u thÖnh x? Long Qu?ng vÖ h?p nh?t c†c x? Th??ng Qu?ng, x? Th??ng Long vÖ x? H??ng H?u. B? c?p huy?n",46,ThÖnh ph? Hu?
20194,Ph??ng H?i VÉn,Hoa Hiep Bac Commune,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hïa Hi?p B?c thÖnh ph??ng H?i VÉn, h?p nh?t ph??ng Hïa Hi?p B?c, ph??ng Hïa Hi?p Nam, x? Hïa B?c vÖ m?t ph?n x? Hïa Liàn. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20197,Ph??ng Liàn Chi?u,Hoa Khanh Bac Commune,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hïa Kh†nh B?c thÖnh ph??ng Liàn Chi?u, h?p nh?t ph??ng Hïa Kh†nh B?c vÖ 1 ph?n x? Hïa Liàn. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20200,Ph??ng Hïa Kh†nh,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hïa Kh†nh Nam thÖnh ph??ng Hïa Kh†nh, h?p nh?t ph??ng Hïa Kh†nh Nam, ph??ng Hïa Minh vÖ x? Hïa S?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20209,Ph??ng Thanh Khà,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng XuÉn HÖ thÖnh ph??ng Thanh Khà, h?p nh?t c†c ph??ng XuÉn HÖ, Ch°nh Gi†n, Th?c Gi†n, Thanh Khà TÉy vÖ Thanh Khà ?ìng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20242,Ph??ng H?i ChÉu,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph??c Ninh thÖnh ph??ng H?i ChÉu, h?p nh?t c†c ph??ng Thanh Bçnh, Thu?n Ph??c, Th?ch Thang, Ph??c Ninh vÖ H?i ChÉu. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20257,Ph??ng Hïa C??ng,Hoa Cuong Bac Commune,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hïa C??ng B?c thÖnh ph??ng Hïa C??ng, h?p nh?t c†c ph??ng Bçnh Thu?n, Hïa Thu?n TÉy, Hïa C??ng B?c vÖ Hïa C??ng Nam. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20260,Ph??ng C?m L?,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Khuà Trung thÖnh ph??ng C?m L?, h?p nh?t c†c ph??ng Hïa Th? TÉy, Hïa Th? ?ìng vÖ Khuà Trung. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20263,Ph??ng S?n TrÖ,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng Th? Quang thÖnh ph??ng S?n TrÖ, h?p nh?t c†c ph??ng Th? Quang, N?i Hiàn ?ìng vÖ MÉn Th†i. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20275,Ph??ng An H?i,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph??c M? thÖnh ph??ng An H?i, h?p nh?t c†c ph??ng Ph??c M?, An H?i B?c vÖ An H?i Nam. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20285,Ph??ng Ng? HÖnh S?n,Khue My Commune,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Khuà M? thÖnh ph??ng Ng? HÖnh S?n, h?p nh?t c†c ph??ng M? An, Khuà M?, Hïa H?i vÖ Hïa Qu?. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20305,Ph??ng An Khà,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Hïa Ph†t thÖnh ph??ng An Khà, h?p nh?t c†c ph??ng Hïa An, Hïa Ph†t vÖ An Khà. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20308,X? BÖ NÖ,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hïa Nh?n thÖnh x? BÖ NÖ, h?p nh?t x? Hïa Ninh vÖ x? Hïa Nh?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20314,Ph??ng Hïa XuÉn,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Hïa XuÉn, x? Hïa ChÉu vÖ x? Hïa Ph??c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20320,X? Hïa Vang,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hïa Phong thÖnh x? Hïa Vang, h?p nh?t x? Hïa Phong vÖ x? Hïa Ph£. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20332,X? Hïa Ti?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Hïa Kh??ng thÖnh x? Hïa Ti?n, h?p nh?t x? Hïa Kh??ng vÖ x? Hïa Ti?n . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20333,???c khu HoÖng Sa,,??c khu,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"S??p xà?p toÖn b? di?n t°ch t? nhiàn, quy mì dÉn s? c?a huy?n HoÖng Sa tha?nh ???c khu HoÖng Sa. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20335,Ph??ng BÖn Th?ch,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng TÉn Th?nh thÖnh ph??ng BÖn Th?ch, h?p nh?t ph??ng TÉn Th?nh, ph??ng Hïa Thu?n vÖ x? Tam Th?ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20341,Ph??ng Tam K?,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An M? thÖnh ph??ng Tam K?, h?p nh?t c†c ph??ng An M?, An XuÉn vÖ Tr??ng XuÉn . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20350,Ph??ng H??ng TrÖ,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An S?n thÖnh ph??ng H??ng TrÖ, h?p nh?t ph??ng An S?n, ph??ng Hïa H??ng vÖ x? Tam Ng?c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20356,Ph??ng Qu?ng Ph£,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng An Ph£ thÖnh ph??ng Qu?ng Ph£, h?p nh?t ph??ng An Ph£, x? Tam Thanh vÖ x? Tam Ph£. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20364,X? Chiàn ?Ön,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Ph£ Th?nh thÖnh x? Chiàn ?Ön, h?p nh?t th? tr?n Ph£ Th?nh, x? Tam ?Ön vÖ x? Tam Th†i . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20380,X? TÉy H?,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam Ph??c thÖnh x? TÉy H?, h?p nh?t c†c x? Tam An, Tam ThÖnh, Tam Ph??c vÖ Tam L?c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20392,X? Ph£ Ninh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam DÉn thÖnh x? Ph£ Ninh, h?p nh?t c†c x? Tam DÉn, Tam ??i vÖ Tam L?nh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20401,Ph??ng H?i An TÉy,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng TÉn An thÖnh ph??ng H?i An TÉy, h?p nh?t c†c ph??ng Thanh HÖ, TÉn An, C?m An vÖ x? C?m HÖ. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20410,Ph??ng H?i An,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng S?n Phong thÖnh ph??ng H?i An, h?p nh?t c†c ph??ng Minh An, C?m Phì, S?n Phong, C?m Nam vÖ x? C?m Kim. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20413,Ph??ng H?i An ?ìng,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng C?m ChÉu thÖnh ph??ng H?i An ?ìng, h?p nh?t ph??ng C?m ChÉu, ph??ng C?a ??i vÖ x? C?m Thanh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20434,X? TÉn Hi?p,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"Gi? nguyàn, khìng s?p x?p. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20443,X? Hóng S?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Axan thÖnh x? Hóng S?n, h?p nh?t c†c x? Ch??m,  Gari, Tr?hy vÖ Axan. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20455,X? TÉy Giang,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Atiàng thÖnh x? TÉy Giang, h?p nh?t c†c x? Atiàng, Dang, Anìng vÖ L?ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20458,X? Av??ng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bhalàà thÖnh x? Av??ng, h?p nh?t x? Bhalàà vÖ x? Av??ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20467,X? ?ìng Giang,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Prao thÖnh x? ?ìng Giang, h?p nh?t th? tr?n Prao vÖ c†c x? TÖ Lu, A Rooi, ZÖ Hung. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20476,X? Sìng Kìn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? J? NgÉy thÖnh x? Sìng Kìn, h?p nh?t c†c x? A Ting, J? NgÉy vÖ Sìng Kìn. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20485,X? Sìng VÖng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ba thÖnh x? Sìng VÖng, h?p nh?t x? T? vÖ x? Ba . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20494,X? B?n Hiàn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? MÖ Cooih thÖnh x? B?n Hiàn, h?p nh?t x? KÖ D?ng vÖ x? MÖ Cooih. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20500,X? ??i L?c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n ?i Ngh?a thÖnh x? ??i L?c, h?p nh?t th? tr?n ?i Ngh?a vÖ c†c x? ??i Hi?p, ??i Hïa, ??i An, ??i Ngh?a. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20506,X? Th??ng ??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i L?nh thÖnh x? Th??ng ??c, h?p nh?t c†c x? ??i L?nh, ??i H?ng vÖ ??i S?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20515,X? HÖ Nha,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i ??ng thÖnh x? HÖ Nha, h?p nh?t c†c x? ??i ??ng, ??i H?ng vÖ ??i Quang. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20539,X? Vu Gia,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i Minh thÖnh x? vu Gia, h?p nh?t c†c x? ??i Phong, ??i Minh vÖ ??i C??ng . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20542,X? Ph£ Thu?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??i Th?ng thÖnh x? Ph£ Thu?n, h?p nh?t c†c x? ??i TÉn, ??i Th?ng, ??i Ch†nh vÖ ??i Th?nh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20551,Ph??ng ?i?n BÖn,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng V?nh ?i?n thÖnh ph??ng ?i?n BÖn, h?p nh?t c†c ph??ng ?i?n Ph??ng, ?i?n Minh vÖ V?nh ?i?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20557,Ph??ng ?i?n BÖn B?c,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? x? ?i?n Hïa thÖnh ph??ng ?i?n BÖn B?c, h?p nh?t ph??ng ?i?n Th?ng B?c, x? ?i?n HoÖ vÖ x? ?i?n Ti?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20569,X? ?i?n BÖn TÉy,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?i?n Th? thÖnh x? ?i?n BÖn TÉy, h?p nh?t c†c x? ?i?n H?ng, ?i?n Th? vÖ ?i?n Ph??c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20575,Ph??ng An Th?ng,,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng ?i?n An thÖnh ph??ng An Th?ng, h?p nh?t c†c ph??ng ?i?n An, ?i?n Th?ng Nam vÖ ?i?n Th?ng Trung. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20579,Ph??ng ?i?n BÖn ?ìng,Dien Nam Trung commune,Ph??ng,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? Ph??ng ?i?n Nam Trung thÖnh ph??ng ?i?n BÖn ?ìng, h?p nh?t c†c ph??ng ?i?n Nam ?ìng, ?i?n Nam Trung, ?i?n D??ng, ?i?n Ng?c vÖ ?i?n Nam B?c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20587,X? Gï N?i,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ?i?n Trung thÖnh x? Gï N?i, h?p nh?t c†c x? ?i?n Phong, ?i?n Trung vÖ ?i?n Quang. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20599,X? Nam Ph??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n Nam Ph??c thÖnh x? Nam Ph??c, h?p nh?t th? tr?n Nam Ph??c, x? Duy Ph??c vÖ x? Duy Vinh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20611,X? Thu B?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Duy Hïa thÖnh x? Thu B?n, h?p nh?t c†c x? Duy Trung, Duy S?n vÖ Duy Trinh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20623,X? Duy Xuyàn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Duy Trung thÖnh x? Duy Xuyàn, h?p nh?t c†c x? Duy Trung, Duy S?n vÖ Duy Trinh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20635,X? Duy Ngh?a,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Duy ThÖnh, Duy H?i vÖ Duy Ngh?a. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20641,X? Qu? S?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n ?ìng Ph£ thÖnh x? Qu? S?n, h?p nh?t th? tr?n ?ìng Ph£ vÖ c†c x? Qu? Minh, Qu? An, Qu? Long, Qu? Phong. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20650,X? XuÉn Ph£,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Qu? Ph£ thÖnh x? XuÉn Ph£, h?p nh?t th? tr?n H??ng An vÖ c†c x? Qu? XuÉn 1, Qu? XuÉn 2, Qu? Ph£. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20656,X? Nìng S?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Trung Ph??c thÖnh x? Nìng S?n, h?p nh?t th? tr?n Trung Ph??c vÖ x? Qu? L?c . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20662,X? Qu? S?n Trung,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Qu? Thu?n thÖnh x? Qu? S?n Trung, h?p nh?t c†c x? Qu? M?, Qu? Hi?p, Qu? Thu?n vÖ Qu? ChÉu. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20669,X? Qu? Ph??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ph??c Ninh thÖnh x? Qu? Ph??c, h?p nh?t c†c x? Qu? LÉm, Ph??c Ninh vÖ Ninh Ph??c. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20695,X? Th?nh M?,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,??i lo?i hçnh t? Th? tr?n Th?nh M? thÖnh x? Th?nh M?. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20698,X? La ?à,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ch? Chun vÖ x? La ?à. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20704,X? La Dàà,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? ??c Tìi vÖ x? La Dàà. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20707,X? Nam Giang,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ChÖ VÖl thÖnh x? Nam Giang, h?p nh?t x? Zuìih vÖ x? ChÖ VÖl. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20710,X? B?n Gi?ng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TÖ Bhing thÖnh x? B?n Gi?ng, h?p nh?t c†c x? CÖ Dy, TÖ Bhing vÖ TÖ P??. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20716,X? ??c Pring,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??c Pre thÖnh x? ??c Pring, h?p nh?t x? ??c Pre vÖ x? ??c Pring. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
